//가이드와 스페셜 퀘스트의 챕터, 제목, 받을때, 진행중, 완료 대사를 입력하며 공통으로 받을 때 에러용 대사가 준비되어야 한다.				
//QuestStringIndex	QuestString	StringType	Quest Index	//QuestChapter
203	카오스 캐슬 4레벨에 도전하셔서 근위병 갑옷을 입은 여행자 1명을 제거하시고 저에게 오시면 30만 젠, 혼돈의 보석 1개를 보상으로 드리겠습니다. 단, 카오스 캐슬 4레벨에서만 수행이 가능하다는 점 명심하십시오.	2	31	//2
204	Go to Chaos Castle and kill 1 player.	3	31	//2
205	Thank you.	4	31	//2
206	Go to Chaos Castle and kill 1 player.	5	31	//2
207	Clear Chaos Castle!	1	32	//2
208	Surviving at Chaos Castle proves that your training is very good. (700~799)	2	32	//2
209	카오스 캐슬 4레벨에 도전하셔서 살아 남으십시오. 그리고 저를 찾아오시면 영혼의 보석 1개를 보상으로 드리겠습니다. 단, 카오스 캐슬 4레벨에서만 수행이 가능하다는 점 명심하십시오.	2	32	//2
210	Go to Chaos Castle and clear it.	3	32	//2
211	Thank you.	4	32	//2
212	Go to Chaos Castle and clear it.	5	32	//2
213	Get required Chaos Castle event supplies	1	33	//2
214	Welcome. 경기에 필요한 아이템을 받으실 수 있는 간단한 임무를 드리겠습니다. (800~899)	2	33	//2
215	이카루스에 있는 퀸 레이너가 적당할 것 같습니다. 이카루스로 가셔서 퀸 레이너 100마리를 퇴치하고 돌아오시면 큰 SD물약 3개, 중간복합물약 10개를 보상으로 드리겠습니다. 보상을 받으실 때 인벤토리에 빈 공간이 10칸이 존재해야 무리 없이 보상을 받으실 수 있습니다. 주의해주십시오.	2	33	//2
216	Go to Icarus and kill Queen Rainer.	3	33	//2
217	Thank you. We will give you a reward.	4	33	//2
218	Go to Icarus and kill Queen Rainer.5	33	//2
219	Go to Chaos Castle and kill some players!	1	34	//2
220	Chaos Castle challenge is made for testing your limits. (800~899)	2	34	//2
221	카오스 캐슬 5레벨에 도전하셔서 근위병 갑옷을 입은 여행자 3명을 제거하시고 저에게 오시면 영혼의 보석 1개를 보상으로 드리겠습니다. 단, 카오스 캐슬 5레벨에서만 수행이 가능하다는 점 명심하십시오.	2	34	//2
222	이벤트맵에서 카오스캐슬에 참여하여 유저를 3킬하고 돌아오세요.	3	34	//2
223	Thank you.	4	34	//2
224	카오스캐슬에서 유저를 3킬하고 돌아오세요.	5	34	//2
225	Clear Chaos Castle!	1	35	//2
226	Surviving at Chaos Castle proves that your training is very good. (800~899)	2	35	//2
227	카오스 캐슬 5레벨에 도전하셔서 살아 남으십시오. 그리고 저를 찾아오시면 축복의 보석 1개를 보상으로 드리겠습니다. 단, 카오스 캐슬 5레벨에서만 수행이 가능하다는 점 명심하십시오.	2	35	//2
228	Go to Chaos Castle and clear it.	3	35	//2
229	Thank you.	4	35	//2
230	Go to Chaos Castle and clear it.	5	35	//2
231	Get required Chaos Castle event supplies	1	36	//2
232	Welcome. 경기에 필요한 아이템을 받으실 수 있는 간단한 임무를 드리겠습니다. (900~999)	2	36	//2
233	타르칸 2지역에 있는 빔나이트가 적당할 것 같습니다. 타르칸 2지역로 가셔서 빔나이트 100마리를 퇴치하고 돌아오시면 큰 SD물약 7개, 큰복합물약 10개를 보상으로 드리겠습니다. 보상을 받으실 때 인벤토리에 빈 공간이 20칸이 존재해야 무리 없이 보상을 받으실 수 있습니다. 주의해주십시오.	2	36	//2
234	타르칸 2지역에서 빔나이트를 처치하고 돌아 오세요.	3	36	//2
235	Thank you. We will give you a reward.	4	36	//2
236	타르칸 2지역에서 빔나이트 몬스터를 처치하고 필수품을 지급 받습니다.	5	36	//2
237	카오스캐슬에서 유저킬 5회!	1	37	//2
238	Chaos Castle challenge is made for testing your limits. (900~999)	2	37	//2
239	카오스 캐슬 6레벨에 도전하셔서 근위병 갑옷을 입은 여행자 5명을 제거하시고 저에게 오시면 축복의 보석 1개를 보상으로 드리겠습니다. 단, 카오스 캐슬 6레벨에서만 수행이 가능하다는 점 명심하십시오.	2	37	//2
240	이벤트맵에서 카오스캐슬에 참여하여 유저를 5킬하고 돌아오세요.	3	37	//2
241	Thank you.	4	37	//2
242	카오스캐슬에서 유저를 5킬하고 돌아오세요.	5	37	//2
243	Clear Chaos Castle!	1	38	//2
244	Surviving at Chaos Castle proves that your training is very good. (900~999)	2	38	//2
245	카오스 캐슬 6레벨에 도전하셔서 살아 남으십시오. 그리고 저를 찾아오시면 생명의 보석 1개를 보상으로 드리겠습니다. 단, 카오스 캐슬 6레벨에서만 수행이 가능하다는 점 명심하십시오.	2	38	//2
246	Go to Chaos Castle and clear it.	3	38	//2
247	Thank you.	4	38	//2
248	Go to Chaos Castle and clear it.	5	38	//2
249	Get required Chaos Castle event supplies	1	39	//2
250	Welcome. 경기에 필요한 아이템을 받으실 수 있는 간단한 임무를 드리겠습니다. (1000~1250)	2	39	//2
251	평온의 늪에 있는 쉐도우 폰이 적당할 것 같습니다. 평온의 늪로 가셔서 쉐도우 폰 100마리를 퇴치하고 돌아오시면 큰 SD물약 10개, 큰복합물약 15개를 보상으로 드리겠습니다. 보상을 받으실 때 인벤토리에 빈 공간이 30칸이 존재해야 무리 없이 보상을 받으실 수 있습니다. 주의해주십시오.	2	39	//2
252	평온의 늪에서 쉐도우 폰을 처치하고 돌아 오세요.	3	39	//2
253	Thank you. We will give you a reward.	4	39	//2
254	평온의 늪에서 쉐도우 폰 몬스터를 처치하고 필수품을 지급 받습니다.	5	39	//2
255	카오스캐슬에서 유저킬 7회!	1	40	//2
256	Chaos Castle challenge is made for testing your limits. (1000~1250)	2	40	//2
257	카오스 캐슬 7레벨에 도전하셔서 근위병 갑옷을 입은 여행자 10명을 제거하시고 저에게 오시면 영혼의 보석 2개를 보상으로 드리겠습니다. 단, 카오스 캐슬 7레벨에서만 수행이 가능하다는 점 명심하십시오.	2	40	//2
258	이벤트맵에서 카오스캐슬에 참여하여 유저를 7킬하고 돌아오세요.	3	40	//2
259	Thank you.	4	40	//2
260	카오스캐슬에서 유저를 7킬하고 돌아오세요.	5	40	//2
261	Clear Chaos Castle!	1	41	//2
262	Surviving at Chaos Castle proves that your training is very good. (1000~1250)	2	41	//2
263	카오스 캐슬 7레벨에 도전하셔서 살아 남으십시오. 그리고 저를 찾아오시면 축복의 보석 2개를 보상으로 드리겠습니다. 단, 카오스 캐슬 7레벨에서만 수행이 가능하다는 점 명심하십시오.	2	41	//2
264	Go to Chaos Castle and clear it.	3	41	//2
265	Thank you.	4	41	//2
266	Go to Chaos Castle and clear it.	5	41	//2
267	Blood Castle Quest (50~399) Listen to the description.	1	42	//3
268	블러드 캐슬의 결계에 대해서 들어보셨나요? 블러드 캐슬의 결계를 지키기 위한 대천사의 의뢰를 들어보시고, 블러드 캐슬 공략에 참여해보시겠습니까?(50~399)	2	42	//3
269	그럼 이야기해드리겠습니다. 쿤둔이 세크네움에게 장악되자 마자 마계에서 소환된 친위대는 천상계에 큰 위협이 되었고, 결국 천상계와 12인의 성자가 나서서 그들의 본거지인 블러드 캐슬 전체에 결계를 형성하였습니다. 	2	42	//3
270	하지만 쿤둔은 그러한 움직임을 미리 알았는지 결계 범위 밖에서 숨어 있다가 결계가 형성되자 마자 12인의 성자를 제거를 해버렸습니다. 다행히 대천사는 그 위험에서 벗어나 결계를 위해서 자신의 몸을 희생하게 되었습니다. 	2	42	//3
271	블러드 캐슬의 참여 방법은 매우 간단합니다. 자정 12시30분부터 매 2시간 간격으로 진행이 됩니다. 참여 방법은 블러드 캐슬이 진행되기 5분전에 여행자님의 레벨에 맞는 투명망토를 가지고 이벤트맵 광장의 '대천사의 전령'을 찾아가셔서 참여 신청을 하시면 '대천사의 전령'이 블러드 캐슬로 보내드립니다.	2	42	//3
272	입장을 하시면 대기 시간이 약 1분 정도 있습니다. 이 시간이 흐른 후 블러드 캐슬로 진입이 가능해 집니다.  블러드 캐슬로 진입이 시작되면 성 안의 붉은 해골이라는 네크로멘서가 소환한 몬스터 40마리를 퇴치하시면 약간의 시간을 벌 수 있습니다.	2	42	//3
273	성문을 돌파하시고 절대 무기를 숨긴 붉은 해골이라는 네크로멘서 2명을 제거하시면 약간의 시간과 함께 절대무기를 숨긴 관이 보이실 겁니다. 관을 파괴하시고, 다시 몬스터들을 뚫고 대천사에게 절대무기를 가져다 주시면 블러드 캐슬의 임무를 성공적으로 끝마치게 됩니다.	2	42	//3
274	참여 시간을 보시려면 F1키를 누르시면 자세히 확인하실 수 있습니다. 그리고 참여를 원하시면 정해진 시간이 되기 전에 여행자님의 수준에 맞는 투명망토를 가지고 이벤트맵 광장의 '대천사의 전령'에게 가시면 참여하실 수 있습니다. 시간이 되실 때 저를 찾아오시면 블러드 캐슬 진입에 필요한 투명망토를 받으실 수 있는 임무를 드리겠습니다.	2	42	//3
275	If everything is understood, take the reward.	4	42	//3
276	Listen to the description of Blood Castle. 	5	42	//3
277	블러드캐슬 경기에 필요한 필수품 챙기기	1	43	//3
278	You came quickly. I will give you a simple mission to get the items you need for the event. (50~399)	2	43	//3
279	요즘 던전에서 여행자들을 괴롭히는 헬 하운드들 때문에 초보 여행자들이 수련을 하는데 방해가 된다고 합니다. 그래서 헬 하운드 40마리 정도만 퇴치를 하시고 저에게 오시면 투명망토 + 1을 보상으로 드리겠습니다. 지금 레벨에 혼자서 그 몬스터를 잡는 것은 위험하니 파티를 맺고 퇴치를 하시는 것이 빠를 것입니다.	2	43	//3
280	던전에서 헬 하운드를 처치하고 돌아 오세요.	3	43	//3
281	Thank you. We will give you a reward.	4	43	//3
282	던전에서 헬 하운드 몬스터를 처치하고 필수품을 지급 받습니다.	5	43	//3
283	블러드캐슬에서 성문파괴 1회!	1	44	//3
284	블러드캐슬에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (50~399)	2	44	//3
285	블러드 캐슬 1레벨에 도전하셔서 성문만이라도 파괴를 하시고 저에게 오시면 10만 젠을 보상으로 드리겠습니다. 단, 블러드 캐슬 1레벨에서만 수행이 가능하다는 점 명심하십시오.	2	44	//3
286	이벤트맵에서 블러드캐슬에 참여하여 성문을 1회 파괴하고 돌아오세요.	3	44	//3
287	Thank you.	4	44	//3
288	블러드캐슬에서 성문을 1회 파괴하고 돌아오세요.	5	44	//3
289	블러드캐슬 1회 클리어!	1	45	//3
290	블러드캐슬에서 살아남는 것은 자신의 수련 성과가 매우 뛰어나다는 것을 증명합니다. (50~399)	2	45	//3
291	블러드 캐슬 1레벨에 도전하셔서 대천사의 임무를 완수하십시오. 그리고 저를 찾아오시면 경험치 10만과 20만 젠을 보상으로 드리겠습니다. 단, 블러드 캐슬 1레벨에서만 수행이 가능하다는 점 명심하십시오.	2	45	//3
292	이벤트맵에서 블러드캐슬을 클리어하고 오세요.	3	45	//3
293	Thank you.	4	45	//3
294	블러드캐슬을 1회 클리어하고 돌아오세요.	5	45	//3
295	Blood Castle Quest (400~599) Listen to the description.	1	46	//3
296	블러드 캐슬의 결계에 대해서 들어보셨나요? 블러드 캐슬의 결계를 지키기 위한 대천사의 의뢰를 들어보시고, 블러드 캐슬 공략에 참여해보시겠습니까?(50~399)	2	46	//3
297	그럼 이야기해드리겠습니다. 쿤둔이 세크네움에게 장악되자 마자 마계에서 소환된 친위대는 천상계에 큰 위협이 되었고, 결국 천상계와 12인의 성자가 나서서 그들의 본거지인 블러드 캐슬 전체에 결계를 형성하였습니다. 	2	46	//3
298	하지만 쿤둔은 그러한 움직임을 미리 알았는지 결계 범위 밖에서 숨어 있다가 결계가 형성되자 마자 12인의 성자를 제거를 해버렸습니다. 다행히 대천사는 그 위험에서 벗어나 결계를 위해서 자신의 몸을 희생하게 되었습니다. 	2	46	//3
299	블러드 캐슬의 참여 방법은 매우 간단합니다. 자정 12시30분부터 매 2시간 간격으로 진행이 됩니다. 참여 방법은 블러드 캐슬이 진행되기 5분전에 여행자님의 레벨에 맞는 투명망토를 가지고 이벤트맵 광장의 '대천사의 전령'을 찾아가셔서 참여 신청을 하시면 '대천사의 전령'이 블러드 캐슬로 보내드립니다.	2	46	//3
300	입장을 하시면 대기 시간이 약 1분 정도 있습니다. 이 시간이 흐른 후 블러드 캐슬로 진입이 가능해 집니다.  블러드 캐슬로 진입이 시작되면 성 안의 붉은 해골이라는 네크로멘서가 소환한 몬스터 40마리를 퇴치하시면 약간의 시간을 벌 수 있습니다.	2	46	//3
301	성문을 돌파하시고 절대 무기를 숨긴 붉은 해골이라는 네크로멘서 2명을 제거하시면 약간의 시간과 함께 절대무기를 숨긴 관이 보이실 겁니다. 관을 파괴하시고, 다시 몬스터들을 뚫고 대천사에게 절대무기를 가져다 주시면 블러드 캐슬의 임무를 성공적으로 끝마치게 됩니다.	2	46	//3
302	참여 시간을 보시려면 F1키를 누르시면 자세히 확인하실 수 있습니다. 그리고 참여를 원하시면 정해진 시간이 되기 전에 여행자님의 수준에 맞는 투명망토를 가지고 이벤트맵 광장의 '대천사의 전령'에게 가시면 참여하실 수 있습니다. 시간이 되실 때 저를 찾아오시면 블러드 캐슬 진입에 필요한 투명망토를 받으실 수 있는 임무를 드리겠습니다.	2	46	//3
303	If everything is understood, take the reward.	4	46	//3
304	Listen to the description of Blood Castle. 	5	46	//3
305	블러드캐슬 경기에 필요한 필수품 챙기기	1	47	//3
306	You came quickly. I will give you a simple mission to get the items you need for the event. (400~599)	2	47	//3
307	요즘 던전에서 여행자들을 괴롭히는 포이즌소뿔전사 때문에 초보 여행자들이 수련을 하는데 방해가 된다고 합니다. 그래서 포이즌소뿔전사 40마리 정도만 퇴치를 하시고 저에게 오시면 투명망토 + 2을 보상으로 드리겠습니다. 지금 레벨에 혼자서 그 몬스터를 잡는 것은 위험하니 파티를 맺고 퇴치를 하시는 것이 빠를 것입니다.	2	47	//3
308	던전에서 포이즌소뿔전사를 처치하고 돌아 오세요.	3	47	//3
309	Thank you. We will give you a reward.	4	47	//3
310	던전에서 포이즌소뿔전사 몬스터를 처치하고 필수품을 지급 받습니다.	5	47	//3
311	블러드캐슬에서 성문파괴 1회!	1	48	//3
312	블러드캐슬에 도전한다는 것은 자신의 한계를 시험하는 것과 마찬가지 입니다. (400~599)	2	48	//3
313	블러드 캐슬 2레벨에 도전하셔서 성문만이라도 파괴를 하시고 저에게 오시면 20만 젠을 보상으로 드리겠습니다. 단, 블러드 캐슬 2레벨에서만 수행이 가능하다는 점 명심하십시오.	2	48	//3
314	이벤트맵에서 블러드캐슬에 참여하여 성문을 1회 파괴하고 돌아오세요.	3	48	//3
