//////////////////////////////////////////////////////////////////////////////////////																				
// [ Script ]	LabyrinthOfDimensionInfo																			
// [ Start ] 	2017-01-02																			
// [ Latest ]	2017-01-02 15:57																			
// [ Author ]	박혜진																			
// [ Version ]	0.0.0.2																			
// [ Text ]	차원의 미궁 설정																			
// [ Desc ]	차원의 미궁 사용설명 추가																			
// [사용부서]	서버, 클라이언트																			
//////////////////////////////////////////////////////////////////////////////////////																				
																				
//차원의 미궁 맵 지역으로 사용할 맵 설정 (클라이언트 사용)																				
//차원의 미궁 맵의 지역은 기존 게임 내 맵의 특정 부분을 로드하여 사용하는 형태로 제작되었습니다.																				
//신규 추가 시 기존 게임 맵의 16x12 크기 만큼의 x, y 좌표를 입력합니다.																				
0																				
//인덱스	맵 번호	시작X	시작Y	종료X	종료Y	맵 이름(자동 입력됨)														
5	0	26	2	0	1	1	0	0	//정상											
5	1	10	2	0	1	1	0	1	//정상											
5	2	2	2	0	1	1	1	0	//정상											
5	3	35	2	0	1	1	0	1	//정상											
5	4	28	2	0	0	0	1	1	//정상											
5	5	8	3	4	2	2	2	0	//정상											
5	6	16	2	0	1	1	0	1	//정상											
5	7	36	2	0	1	1	1	1	//정상											
5	8	26	3	2	2	2	2	2	//정상											
5	9	28	2	0	1	1	1	0	//정상											
6	0	10	2	0	1	1	0	0	//정상											
6	1	6	2	0	1	0	0	1	//정상											
6	2	28	3	5	2	2	2	2	//정상											
6	3	25	1	0	1	1	1	1	//정상											
6	4	25	3	0	0	2	2	2	//정상											
6	5	4	3	2	2	2	2	0	//정상											
6	6	32	3	1	2	2	0	0	//정상											
6	7	21	3	4	2	2	0	2	//정상											
6	8	32	2	0	1	1	1	0	//정상											
6	9	32	2	0	1	1	0	0	//정상											
7	0	3	2	0	1	1	0	0	//정상											
7	1	21	2	0	0	1	0	1	//정상											
7	2	13	2	0	1	1	1	1	//정상											
7	3	3	3	5	2	2	2	2	//정상											
7	4	2	2	0	1	1	1	0	//정상											
7	5	11	2	0	1	1	0	0	//정상											
7	6	3	2	0	1	1	0	0	//정상											
7	7	30	2	0	1	1	0	1	//정상											
7	8	9	3	2	2	2	2	2	//정상											
7	9	23	3	4	2	2	2	0	//정상											
8	0	3	2	0	1	1	0	0	//정상											
8	1	3	3	1	2	2	0	2	//정상											
8	2	15	3	1	2	2	2	2	//정상											
8	3	32	2	0	1	1	1	0	//정상											
8	4	0	3	0	2	2	0	0	//정상											
8	5	13	2	0	1	1	0	0	//정상											
8	6	4	2	0	1	1	0	0	//정상											
8	7	24	2	0	1	1	0	0	//정상											
8	8	23	2	0	1	1	0	1	//정상											
8	9	14	3	0	2	2	2	0	//정상											
9	0	29	2	0	1	0	0	1	//정상											
9	1	27	2	0	1	0	1	1	//정상											
9	2	27	2	0	1	0	1	1	//정상											
9	3	35	3	4	2	0	2	2	//정상											
9	4	26	2	0	1	0	1	1	//정상											
9	5	28	3	5	2	0	2	2	//정상											
9	6	9	2	0	1	0	1	1	//정상											
9	7	7	2	0	1	0	1	1	//정상											
9	8	12	2	0	1	0	1	1	//정상											
9	9	2	3	0	2	0	2	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
23	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	3	2	r	0	1	0	1	//정상											
0	1	10	3	0	0	2	2	2	//정상											
0	2	14	2	0	0	1	1	1	//정상											
0	3	5	2	0	0	1	1	1	//정상											
0	4	20	3	2	0	2	2	2	//정상											
0	5	19	2	0	0	1	1	1	//정상											
0	6	16	3	2	0	2	2	2	//정상											
0	7	10	2	0	0	1	1	1	//정상											
0	8	0	3	3	0	2	2	2	//정상											
0	9	8	3	5	0	2	2	0	//정상											
1	0	13	2	0	1	1	0	0	//정상											
1	1	35	2	0	1	1	0	1	//정상											
1	2	31	2	0	1	1	1	1	//정상											
1	3	31	3	3	2	2	2	2	//정상											
1	4	33	3	0	2	2	2	2	//정상											
1	5	16	2	0	1	1	1	1	//정상											
1	6	17	2	0	1	1	1	0	//정상											
1	7	28	3	4	2	2	0	2	//정상											
1	8	26	2	0	1	1	1	0	//정상											
1	9	1	2	0	1	1	0	0	//정상											
2	0	5	3	0	2	2	0	0	//정상											
2	1	13	2	0	1	1	0	1	//정상											
2	2	34	3	3	2	2	2	2	//정상											
2	3	36	2	0	1	1	1	0	//정상											
2	4	30	2	0	1	1	0	1	//정상											
2	5	22	3	1	2	2	2	2	//정상											
2	6	16	3	1	2	2	2	2	//정상											
2	7	25	4	0	1	1	1	1	//정상											
2	8	30	3	1	2	2	2	2	//정상											
2	9	30	3	5	2	2	2	0	//정상											
3	0	30	2	0	1	1	0	0	//정상											
3	1	26	2	0	1	1	0	1	//정상											
3	2	34	2	0	1	0	1	1	//정상											
3	3	14	2	0	1	1	1	0	//정상											
3	4	32	2	0	1	1	0	1	//정상											
3	5	20	2	0	1	1	1	0	//정상											
3	6	8	2	0	1	1	0	1	//정상											
3	7	19	3	1	2	2	2	2	//정상											
3	8	5	2	0	1	0	1	0	//정상											
3	9	23	2	0	1	1	0	0	//정상											
4	0	6	2	0	1	1	0	1	//정상											
4	1	9	3	4	2	2	2	2	//정상											
4	2	30	2	0	0	1	1	1	//정상											
4	3	26	3	0	2	0	2	2	//정상											
4	4	12	2	0	1	0	1	1	//정상											
4	5	30	2	0	1	0	1	1	//정상											
4	6	36	3	1	2	0	2	2	//정상											
4	7	24	2	0	1	0	1	1	//정상											
4	8	22	2	0	0	0	1	1	//정상											
4	9	18	2	0	1	1	1	0	//정상											
5	0	37	2	0	1	1	0	1	//정상											
5	1	32	3	0	2	2	2	2	//정상											
5	2	34	2	0	1	1	1	0	//정상											
5	3	36	3	5	0	2	0	2	//정상											
5	4	36	2	0	0	1	1	1	//정상											
5	5	14	3	3	0	2	2	2	//정상											
5	6	19	2	0	0	1	1	1	//정상											
5	7	3	2	0	0	1	1	1	//정상											
5	8	21	3	3	0	2	2	2	//정상											
5	9	15	3	0	2	2	2	0	//정상											
6	0	37	3	0	2	2	0	2	//정상											
6	1	11	2	0	1	0	1	1	//정상											
6	2	5	3	5	2	2	2	2	//정상											
6	3	26	1	0	1	1	1	1	//정상											
6	4	15	2	0	1	0	1	1	//정상											
6	5	16	2	0	1	0	1	1	//정상											
6	6	29	3	1	2	2	2	2	//정상											
6	7	20	2	0	1	0	1	1	//정상											
6	8	27	3	4	2	2	2	2	//정상											
6	9	32	2	0	1	1	1	0	//정상											
7	0	7	2	0	1	1	0	1	//정상											
7	1	26	2	0	0	1	1	1	//정상											
7	2	12	2	0	1	1	1	0	//정상											
7	3	29	3	4	2	2	0	2	//정상											
7	4	7	2	0	0	1	1	1	//정상											
7	5	6	2	0	0	1	1	0	//정상											
7	6	26	2	0	1	1	0	1	//정상											
7	7	14	2	0	0	1	1	1	//정상											
7	8	9	2	0	1	1	1	1	//정상											
7	9	21	2	0	1	1	1	0	//정상											
8	0	7	2	0	1	1	0	1	//정상											
8	1	26	3	4	2	2	2	2	//정상											
8	2	36	2	0	1	1	1	0	//정상											
8	3	30	2	0	1	1	0	1	//정상											
8	4	17	3	2	2	2	2	2	//정상											
8	5	26	2	0	1	1	1	0	//정상											
8	6	22	2	0	1	1	0	1	//정상											
8	7	1	3	0	2	2	2	2	//정상											
8	8	29	2	0	1	1	1	1	//정상											
8	9	0	3	2	2	2	2	0	//정상											
9	0	0	2	0	1	0	0	1	//정상											
9	1	9	2	0	1	0	1	1	//정상											
9	2	0	2	0	1	0	1	1	//정상											
9	3	2	3	3	2	0	2	2	//정상											
9	4	16	2	0	1	0	1	1	//정상											
9	5	19	2	0	1	0	1	1	//정상											
9	6	30	3	4	2	0	2	2	//정상											
9	7	33	2	0	1	0	1	1	//정상											
9	8	31	2	0	1	0	1	1	//정상											
9	9	31	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
24	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	34	2	0	0	1	0	1	//정상											
0	1	29	3	1	0	2	2	2	//정상											
0	2	14	3	4	0	2	2	2	//정상											
0	3	20	2	0	0	1	1	1	//정상											
0	4	36	2	0	0	1	1	1	//정상											
0	5	1	3	5	0	2	2	2	//정상											
0	6	34	2	0	0	1	1	1	//정상											
0	7	34	2	0	0	0	1	1	//정상											
0	8	32	2	0	0	0	1	1	//정상											
0	9	28	2	0	0	1	1	0	//정상											
1	0	17	2	0	1	1	0	1	//정상											
1	1	25	3	4	2	2	2	0	//정상											
1	2	18	2	0	1	1	0	0	//정상											
1	3	0	3	2	2	2	0	2	//정상											
1	4	35	2	0	1	1	1	0	//정상											
1	5	18	2	0	1	1	0	1	//정상											
1	6	20	2	0	1	0	1	0	//정상											
1	7	37	3	0	0	2	0	2	//정상											
1	8	19	2	0	0	0	1	1	//정상											
1	9	10	3	3	2	2	2	0	//정상											
2	0	35	2	0	1	1	0	1	//정상											
2	1	18	2	0	1	0	1	1	//정상											
2	2	12	2	0	1	0	1	0	//정상											
2	3	7	2	0	1	1	0	1	//정상											
2	4	24	3	3	2	2	2	0	//정상											
2	5	16	3	5	2	2	0	0	//정상											
2	6	27	3	5	0	2	0	2	//정상											
2	7	21	1	0	1	1	1	1	//정상											
2	8	10	2	0	0	0	1	1	//정상											
2	9	12	3	0	2	2	2	0	//정상											
3	0	34	2	0	1	1	0	1	//정상											
3	1	3	2	0	0	1	1	1	//정상											
3	2	20	3	5	0	0	2	2	//정상											
3	3	32	3	0	2	2	2	0	//정상											
3	4	32	2	0	1	1	0	0	//정상											
3	5	10	2	0	1	1	0	0	//정상											
3	6	17	2	0	1	1	0	1	//정상											
3	7	17	3	2	2	2	2	2	//정상											
3	8	10	3	4	0	2	2	0	//정상											
3	9	23	2	0	1	1	0	0	//정상											
4	0	22	3	0	2	2	0	2	//정상											
4	1	7	2	0	1	0	1	1	//정상											
4	2	4	3	1	0	2	2	2	//정상											
4	3	36	4	0	1	1	1	1	//정상											
4	4	34	3	2	2	0	2	0	//정상											
4	5	6	3	3	2	2	0	2	//정상											
4	6	4	2	0	1	1	1	0	//정상											
4	7	29	2	0	1	1	0	1	//정상											
4	8	35	2	0	1	1	1	0	//정상											
4	9	18	2	0	1	1	0	0	//정상											
5	0	34	3	0	2	2	0	2	//정상											
5	1	26	2	0	0	0	1	1	//정상											
5	2	27	2	0	1	1	1	1	//정상											
5	3	3	3	1	2	2	2	2	//정상											
5	4	2	2	0	0	1	1	0	//정상											
5	5	25	2	0	1	0	0	1	//정상											
5	6	21	2	0	1	0	1	0	//정상											
5	7	13	2	0	1	1	0	1	//정상											
5	8	6	2	0	1	1	1	0	//정상											
5	9	8	2	0	1	1	0	0	//정상											
6	0	7	2	0	1	1	0	1	//정상											
6	1	36	2	0	0	1	1	1	//정상											
6	2	29	3	2	2	2	2	0	//정상											
6	3	2	2	0	1	1	0	0	//정상											
6	4	15	3	3	2	2	0	2	//정상											
6	5	34	2	0	0	1	1	1	//정상											
6	6	34	3	5	0	2	2	2	//정상											
6	7	32	3	0	2	2	2	2	//정상											
6	8	12	2	0	1	1	1	0	//정상											
6	9	33	2	0	1	1	0	0	//정상											
7	0	9	2	0	1	1	0	0	//정상											
7	1	3	2	0	1	1	0	0	//정상											
7	2	1	2	0	1	1	0	0	//정상											
7	3	27	2	0	1	1	0	0	//정상											
7	4	24	2	0	1	1	0	0	//정상											
7	5	37	2	0	1	1	0	0	//정상											
7	6	7	2	0	1	1	0	0	//정상											
7	7	22	2	0	1	1	0	0	//정상											
7	8	12	2	0	1	1	0	0	//정상											
7	9	6	2	0	1	1	0	0	//정상											
8	0	6	3	2	2	2	0	2	//정상											
8	1	14	2	0	1	0	1	1	//정상											
8	2	8	2	0	1	0	1	0	//정상											
8	3	4	3	2	2	2	0	0	//정상											
8	4	29	3	2	2	2	0	2	//정상											
8	5	31	2	0	1	1	1	0	//정상											
8	6	19	2	0	1	1	0	0	//정상											
8	7	15	3	2	2	2	0	0	//정상											
8	8	21	3	0	2	2	0	2	//정상											
8	9	27	3	5	2	2	2	0	//정상											
9	0	5	2	0	1	0	0	1	//정상											
9	1	14	2	0	0	0	1	1	//정상											
9	2	11	2	0	0	0	1	1	//정상											
9	3	33	2	0	1	0	1	1	//정상											
9	4	12	2	0	1	0	1	1	//정상											
9	5	25	2	0	1	0	1	1	//정상											
9	6	0	2	0	1	0	1	1	//정상											
9	7	21	2	0	1	0	1	1	//정상											
9	8	23	3	2	2	0	2	2	//정상											
9	9	24	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
25	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	17	2	0	0	1	0	1	//정상											
0	1	21	2	0	0	0	1	1	//정상											
0	2	22	3	1	0	0	2	2	//정상											
0	3	13	3	3	0	2	2	2	//정상											
0	4	15	2	0	0	1	1	1	//정상											
0	5	8	2	0	0	1	1	1	//정상											
0	6	15	2	0	0	1	1	1	//정상											
0	7	33	2	0	0	1	1	1	//정상											
0	8	10	3	4	0	2	2	2	//정상											
0	9	14	2	0	0	1	1	0	//정상											
1	0	28	2	0	1	1	0	1	//정상											
1	1	6	2	0	0	1	1	1	//정상											
1	2	10	2	0	0	1	1	0	//정상											
1	3	13	2	0	1	1	0	1	//정상											
1	4	14	2	0	1	1	1	0	//정상											
1	5	36	3	2	2	2	0	2	//정상											
1	6	35	2	0	1	1	1	1	//정상											
1	7	21	3	5	2	2	2	0	//정상											
1	8	17	2	0	1	1	0	1	//정상											
1	9	15	2	0	1	1	1	0	//정상											
2	0	28	2	0	1	1	0	0	//정상											
2	1	34	2	0	1	1	0	0	//정상											
2	2	30	2	0	1	1	0	0	//정상											
2	3	14	2	0	1	1	0	1	//정상											
2	4	25	3	0	2	2	2	0	//정상											
2	5	32	2	0	1	0	0	1	//정상											
2	6	12	2	0	1	0	1	0	//정상											
2	7	10	3	4	2	2	0	2	//정상											
2	8	17	1	0	1	1	1	1	//정상											
2	9	24	3	4	2	2	2	0	//정상											
3	0	5	3	0	2	2	0	0	//정상											
3	1	1	2	0	1	1	0	0	//정상											
3	2	5	3	2	2	2	0	2	//정상											
3	3	32	2	0	1	0	1	1	//정상											
3	4	0	2	0	1	0	1	1	//정상											
3	5	17	2	0	0	1	1	1	//정상											
3	6	15	2	0	0	1	1	0	//정상											
3	7	16	2	0	1	1	0	0	//정상											
3	8	29	3	5	2	2	0	2	//정상											
3	9	17	2	0	1	1	1	0	//정상											
4	0	16	2	0	1	1	0	1	//정상											
4	1	0	3	5	2	2	2	2	//정상											
4	2	35	2	0	1	1	1	1	//정상											
4	3	20	3	3	0	2	2	2	//정상											
4	4	5	2	0	0	0	1	1	//정상											
4	5	9	3	0	2	2	2	2	//정상											
4	6	34	3	0	2	2	2	0	//정상											
4	7	18	2	0	1	1	0	0	//정상											
4	8	24	2	0	1	1	0	0	//정상											
4	9	32	2	0	1	1	0	0	//정상											
5	0	15	3	5	2	2	0	2	//정상											
5	1	1	3	0	2	2	2	2	//정상											
5	2	28	3	3	2	2	2	2	//정상											
5	3	22	4	0	1	1	1	1	//정상											
5	4	9	3	5	0	0	2	2	//정상											
5	5	15	2	0	1	1	1	1	//정상											
5	6	14	2	0	1	0	1	0	//정상											
5	7	36	3	2	2	0	0	2	//정상											
5	8	11	2	0	1	1	1	1	//정상											
5	9	7	3	5	2	2	2	0	//정상											
6	0	26	2	0	1	1	0	0	//정상											
6	1	26	2	0	1	0	0	1	//정상											
6	2	26	2	0	1	1	1	0	//정상											
6	3	23	3	3	2	2	0	0	//정상											
6	4	18	2	0	0	1	0	1	//정상											
6	5	35	3	4	2	2	2	2	//정상											
6	6	8	2	0	0	1	1	1	//정상											
6	7	15	2	0	0	0	1	1	//정상											
6	8	20	3	2	2	2	2	0	//정상											
6	9	28	2	0	1	1	0	0	//정상											
7	0	7	2	0	1	1	0	1	//정상											
7	1	22	2	0	0	1	1	1	//정상											
7	2	28	3	1	2	2	2	0	//정상											
7	3	35	3	5	2	2	0	0	//정상											
7	4	21	2	0	1	1	0	1	//정상											
7	5	34	2	0	1	1	1	1	//정상											
7	6	30	2	0	1	1	1	0	//정상											
7	7	31	2	0	0	1	0	1	//정상											
7	8	12	2	0	1	1	1	1	//정상											
7	9	3	3	2	2	2	2	0	//정상											
8	0	5	2	0	1	1	0	1	//정상											
8	1	37	3	0	2	2	2	2	//정상											
8	2	3	2	0	1	1	1	0	//정상											
8	3	0	2	0	1	1	0	0	//정상											
8	4	1	2	0	1	1	0	1	//정상											
8	5	14	3	3	2	2	2	2	//정상											
8	6	36	3	3	2	2	2	0	//정상											
8	7	27	2	0	1	1	0	1	//정상											
8	8	27	3	4	2	2	2	2	//정상											
8	9	1	2	0	1	1	1	0	//정상											
9	0	8	2	0	1	0	0	1	//정상											
9	1	15	2	0	1	0	1	1	//정상											
9	2	20	2	0	1	0	1	1	//정상											
9	3	20	3	3	2	0	2	2	//정상											
9	4	12	2	0	1	0	1	1	//정상											
9	5	7	3	5	2	0	2	2	//정상											
9	6	9	2	0	1	0	1	1	//정상											
9	7	34	2	0	1	0	1	1	//정상											
9	8	24	3	4	2	0	2	2	//정상											
9	9	23	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
26	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	34	2	0	0	1	0	1	//정상											
0	1	16	2	0	0	1	1	1	//정상											
0	2	33	2	0	0	0	1	1	//정상											
0	3	27	3	2	0	2	2	2	//정상											
0	4	22	2	0	0	0	1	1	//정상											
0	5	33	3	2	0	2	2	2	//정상											
0	6	32	2	0	0	1	1	1	//정상											
0	7	33	2	0	0	1	1	1	//정상											
0	8	17	3	3	0	2	2	2	//정상											
0	9	10	2	0	0	1	1	0	//정상											
1	0	9	2	0	1	1	0	1	//정상											
1	1	29	3	0	2	2	2	2	//정상											
1	2	28	3	2	0	2	2	2	//정상											
1	3	5	3	4	2	2	2	2	//정상											
1	4	24	2	0	0	0	1	1	//정상											
1	5	11	2	0	1	0	1	0	//정상											
1	6	12	3	0	2	2	0	0	//정상											
1	7	28	2	0	1	1	0	0	//정상											
1	8	32	2	0	1	1	0	0	//정상											
1	9	1	2	0	1	1	0	0	//정상											
2	0	24	3	3	2	2	0	2	//정상											
2	1	32	2	0	1	0	1	1	//정상											
2	2	30	2	0	1	1	1	1	//정상											
2	3	37	2	0	1	1	1	0	//정상											
2	4	12	2	0	0	1	0	1	//정상											
2	5	29	3	0	0	0	2	2	//정상											
2	6	16	4	0	1	1	1	1	//정상											
2	7	37	3	3	2	2	2	2	//정상											
2	8	12	3	5	2	0	2	2	//정상											
2	9	14	2	0	1	1	1	0	//정상											
3	0	23	2	0	1	1	0	1	//정상											
3	1	25	2	0	0	1	1	1	//정상											
3	2	5	2	0	1	1	1	1	//정상											
3	3	22	3	3	2	2	2	0	//정상											
3	4	23	2	0	1	1	0	1	//정상											
3	5	23	2	0	0	1	1	0	//정상											
3	6	18	3	4	2	0	0	2	//정상											
3	7	13	2	0	1	0	1	1	//정상											
3	8	1	2	0	0	1	1	1	//정상											
3	9	34	2	0	1	0	1	0	//정상											
4	0	28	2	0	1	1	0	1	//정상											
4	1	17	3	2	2	2	2	2	//정상											
4	2	18	2	0	1	1	1	1	//정상											
4	3	31	3	4	2	2	2	0	//정상											
4	4	13	3	4	2	2	0	2	//정상											
4	5	13	3	0	2	2	2	2	//정상											
4	6	18	2	0	0	1	1	1	//정상											
4	7	27	2	0	0	1	1	1	//정상											
4	8	31	3	5	2	2	2	2	//정상											
4	9	25	3	1	0	2	2	0	//정상											
5	0	28	2	0	1	1	0	1	//정상											
5	1	2	2	0	1	1	1	1	//정상											
5	2	9	3	5	2	2	2	2	//정상											
5	3	32	2	0	1	1	1	0	//정상											
5	4	10	2	0	1	1	0	1	//정상											
5	5	27	2	0	1	1	1	1	//정상											
5	6	22	2	0	1	0	1	1	//정상											
5	7	21	3	2	2	0	2	2	//정상											
5	8	20	2	0	1	0	1	1	//정상											
5	9	31	3	4	2	2	2	0	//정상											
6	0	20	2	0	1	1	0	1	//정상											
6	1	13	3	0	2	2	2	2	//정상											
6	2	14	1	0	1	1	1	1	//정상											
6	3	10	2	0	1	0	1	0	//정상											
6	4	2	2	0	1	1	0	1	//정상											
6	5	9	2	0	1	1	1	0	//정상											
6	6	31	2	0	0	1	0	1	//정상											
6	7	15	2	0	0	1	1	1	//정상											
6	8	6	2	0	0	0	1	1	//정상											
6	9	32	2	0	1	1	1	0	//정상											
7	0	5	3	3	2	2	0	2	//정상											
7	1	4	3	3	2	2	2	2	//정상											
7	2	17	3	2	2	2	2	2	//정상											
7	3	23	2	0	0	1	1	1	//정상											
7	4	8	3	0	2	2	2	2	//정상											
7	5	30	3	4	2	0	2	2	//정상											
7	6	3	2	0	1	0	1	1	//정상											
7	7	37	3	0	2	2	2	2	//정상											
7	8	25	2	0	0	0	1	1	//정상											
7	9	29	2	0	1	0	1	0	//정상											
8	0	31	2	0	1	1	0	1	//정상											
8	1	20	2	0	1	1	1	0	//정상											
8	2	2	2	0	1	0	0	1	//정상											
8	3	30	2	0	1	0	1	1	//정상											
8	4	0	2	0	1	1	1	1	//정상											
8	5	23	2	0	0	1	1	1	//정상											
8	6	32	3	2	0	2	2	2	//정상											
8	7	14	3	3	2	2	2	2	//정상											
8	8	29	2	0	0	1	1	1	//정상											
8	9	26	2	0	0	1	1	0	//정상											
9	0	23	2	0	1	0	0	1	//정상											
9	1	21	3	1	2	0	2	2	//정상											
9	2	1	2	0	0	0	1	1	//정상											
9	3	9	2	0	0	0	1	1	//정상											
9	4	4	3	0	2	0	2	2	//정상											
9	5	29	2	0	1	0	1	1	//정상											
9	6	16	2	0	1	0	1	1	//정상											
9	7	6	3	5	2	0	2	2	//정상											
9	8	25	2	0	1	0	1	1	//정상											
9	9	31	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
27	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	30	2	0	0	1	0	1	//정상											
0	1	9	2	0	0	1	1	1	//정상											
0	2	24	2	0	0	1	1	1	//정상											
0	3	16	2	0	0	0	1	1	//정상											
0	4	31	3	2	0	2	2	2	//정상											
0	5	23	3	4	0	2	2	2	//정상											
0	6	25	2	0	0	0	1	1	//정상											
0	7	9	2	0	0	0	1	1	//정상											
0	8	5	2	0	0	0	1	1	//정상											
0	9	14	2	0	0	1	1	0	//정상											
1	0	24	2	0	1	1	0	1	//정상											
1	1	36	3	1	2	0	2	2	//정상											
1	2	18	2	0	1	1	1	1	//정상											
1	3	23	2	0	0	0	1	1	//정상											
1	4	12	2	0	1	0	1	0	//정상											
1	5	19	2	0	1	1	0	1	//정상											
1	6	4	2	0	0	1	1	1	//정상											
1	7	23	3	3	0	2	2	2	//정상											
1	8	6	2	0	0	1	1	0	//정상											
1	9	12	2	0	1	1	0	0	//정상											
2	0	26	2	0	1	1	0	1	//정상											
2	1	33	2	0	0	1	1	1	//정상											
2	2	1	3	5	2	2	2	2	//정상											
2	3	31	2	0	0	1	1	1	//정상											
2	4	5	2	0	0	1	1	0	//정상											
2	5	32	2	0	1	1	0	1	//정상											
2	6	11	3	4	2	2	2	2	//정상											
2	7	35	3	3	2	2	2	2	//정상											
2	8	16	3	1	2	2	2	0	//정상											
2	9	5	2	0	1	1	0	0	//정상											
3	0	10	2	0	1	1	0	1	//정상											
3	1	27	3	3	2	2	2	2	//정상											
3	2	37	1	0	1	1	1	1	//정상											
3	3	3	2	0	1	1	1	1	//정상											
3	4	2	3	1	2	2	2	0	//정상											
3	5	14	2	0	1	1	0	0	//정상											
3	6	6	3	1	2	2	0	2	//정상											
3	7	31	2	0	1	1	1	1	//정상											
3	8	37	2	0	1	1	1	0	//정상											
3	9	21	2	0	1	1	0	0	//정상											
4	0	5	2	0	1	1	0	1	//정상											
4	1	11	3	1	2	2	2	2	//정상											
4	2	36	3	3	2	2	2	2	//정상											
4	3	28	3	2	2	0	2	2	//정상											
4	4	26	2	0	1	1	1	0	//정상											
4	5	21	3	2	2	2	0	0	//정상											
4	6	30	2	0	1	1	0	1	//정상											
4	7	34	3	2	2	2	2	2	//정상											
4	8	27	2	0	1	1	1	1	//정상											
4	9	6	3	4	2	2	2	0	//정상											
5	0	12	3	3	2	2	0	2	//정상											
5	1	14	2	0	1	1	1	0	//정상											
5	2	22	2	0	1	1	0	1	//정상											
5	3	26	3	0	0	2	2	2	//정상											
5	4	15	2	0	1	1	1	0	//정상											
5	5	3	3	1	2	2	0	2	//정상											
5	6	0	2	0	1	0	1	1	//정상											
5	7	5	2	0	1	1	1	1	//정상											
5	8	30	2	0	1	1	1	0	//정상											
5	9	28	2	0	1	1	0	0	//정상											
6	0	14	2	0	1	1	0	1	//정상											
6	1	1	2	0	1	1	1	0	//정상											
6	2	12	3	3	2	2	0	2	//정상											
6	3	9	2	0	1	1	1	1	//정상											
6	4	32	3	0	2	2	2	0	//정상											
6	5	15	2	0	1	1	0	0	//정상											
6	6	15	3	5	0	2	0	2	//정상											
6	7	11	2	0	1	1	1	1	//정상											
6	8	33	2	0	1	0	1	0	//정상											
6	9	28	3	3	2	2	0	0	//정상											
7	0	15	2	0	1	1	0	0	//정상											
7	1	22	2	0	1	1	0	0	//정상											
7	2	28	2	0	1	1	0	1	//정상											
7	3	19	3	5	2	2	2	2	//정상											
7	4	15	2	0	1	0	1	0	//정상											
7	5	20	3	2	2	0	0	2	//정상											
7	6	34	4	0	1	1	1	1	//정상											
7	7	4	3	3	2	2	2	2	//정상											
7	8	3	3	2	0	0	2	2	//정상											
7	9	19	2	0	1	1	1	0	//정상											
8	0	2	2	0	1	1	0	1	//정상											
8	1	19	3	1	2	2	2	0	//정상											
8	2	18	3	5	2	2	0	0	//정상											
8	3	2	2	0	1	1	0	1	//정상											
8	4	13	3	3	0	2	2	2	//정상											
8	5	3	2	0	0	1	1	1	//정상											
8	6	19	3	3	2	2	2	2	//정상											
8	7	19	2	0	1	0	1	1	//정상											
8	8	18	2	0	0	0	1	1	//정상											
8	9	7	3	0	2	2	2	0	//정상											
9	0	12	2	0	1	0	0	1	//정상											
9	1	5	2	0	1	0	1	1	//정상											
9	2	5	2	0	1	0	1	1	//정상											
9	3	27	2	0	1	0	1	1	//정상											
9	4	3	2	0	1	0	1	1	//정상											
9	5	20	2	0	1	0	1	1	//정상											
9	6	24	3	3	2	0	2	2	//정상											
9	7	35	2	0	0	0	1	1	//정상											
9	8	16	2	0	0	0	1	1	//정상											
9	9	6	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	층	행 개수	열 개수																	
28	1	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	34	2	0	0	1	0	1	//정상											
0	1	21	2	0	0	1	1	1	//정상											
0	2	10	3	4	0	2	2	2	//정상											
0	3	31	3	2	0	2	2	2	//정상											
0	4	17	2	0	0	1	1	1	//정상											
0	5	25	3	3	0	2	2	2	//정상											
0	6	35	3	2	0	0	2	2	//정상											
0	7	12	2	0	0	0	1	1	//정상											
0	8	36	2	0	0	0	1	1	//정상											
0	9	14	2	0	0	1	1	0	//정상											
1	0	33	2	0	1	1	0	0	//정상											
1	1	23	2	0	1	1	0	1	//정상											
1	2	18	3	0	2	0	2	2	//정상											
1	3	23	2	0	1	1	1	1	//정상											
1	4	18	3	4	2	2	2	2	//정상											
1	5	14	4	0	1	1	1	1	//정상											
