// 서버, 클라이언트 사용 스크립트																				
																				
//차원의 미궁 지역으로 사용할 기존 맵 설정																				
0																				
//인덱스	맵 번호	시작X	시작Y	종료X	종료Y															
0	2	30	3	1	0	0	2	0	//정상											
0	3	19	3	4	0	2	0	2	//정상											
0	4	33	2	0	0	1	1	1	//정상											
0	5	9	3	1	0	2	2	2	//정상											
0	6	10	2	0	0	1	1	1	//정상											
0	7	30	2	0	0	1	1	1	//정상											
0	8	1	2	0	0	1	1	0	//정상											
1	0	6	2	0	1	1	0	1	//정상											
1	1	24	2	0	0	0	1	1	//정상											
1	2	22	2	0	0	1	1	0	//정상											
1	3	19	2	0	1	0	0	1	//정상											
1	4	34	3	6	2	0	2	2	//정상											
1	5	20	3	4	2	0	2	2	//정상											
1	6	11	3	4	2	0	2	2	//정상											
1	7	25	1	0	1	1	1	0	//정상											
1	8	19	2	0	1	1	0	0	//정상											
2	0	29	2	0	1	1	0	1	//정상											
2	1	5	2	0	0	0	1	0	//정상											
2	2	1	2	0	1	1	0	0	//정상											
2	3	32	2	0	0	1	0	1	//정상											
2	4	19	2	0	0	0	1	1	//정상											
2	5	31	2	0	0	1	1	1	//정상											
2	6	36	2	0	0	1	1	0	//정상											
2	7	18	2	0	1	1	0	0	//정상											
2	8	27	2	0	1	1	0	0	//정상											
3	0	34	2	0	1	0	0	1	//정상											
3	1	25	2	0	0	1	1	0	//정상											
3	2	0	2	0	1	1	0	0	//정상											
3	3	17	2	0	1	1	0	1	//정상											
3	4	8	3	1	0	0	2	2	//정상											
3	5	20	2	0	1	0	1	0	//정상											
3	6	29	2	0	1	1	0	0	//정상											
3	7	36	3	3	2	0	0	0	//정상											
3	8	14	2	0	1	1	0	0	//정상											
4	0	10	3	5	0	2	0	0	//정상											
4	1	23	2	0	1	1	0	0	//정상											
4	2	35	4	4	1	0	0	0	//정상											
4	3	5	3	2	2	2	0	2	//정상											
4	4	25	2	0	0	1	1	1	//정상											
4	5	11	2	0	0	1	1	0	//정상											
4	6	25	2	0	1	0	0	1	//정상											
4	7	20	2	0	0	1	1	0	//정상											
4	8	33	2	0	1	1	0	0	//정상											
5	0	22	2	0	1	1	0	0	//정상											
5	1	11	2	0	1	1	0	1	//정상											
5	2	12	3	0	0	0	2	0	//정상											
5	3	36	2	0	1	1	0	1	//정상											
5	4	26	3	3	2	2	2	2	//정상											
5	5	22	3	5	2	2	2	0	//정상											
5	6	16	3	6	0	0	0	2	//정상											
5	7	2	2	0	1	1	1	0	//정상											
5	8	25	2	0	1	1	0	0	//정상											
6	0	6	3	3	2	2	0	2	//정상											
6	1	12	2	0	1	0	1	0	//정상											
6	2	6	3	5	0	2	0	2	//정상											
6	3	1	3	3	2	0	2	2	//정상											
6	4	11	3	3	2	0	2	2	//정상											
6	5	8	2	0	1	1	1	0	//정상											
6	6	36	3	6	0	2	0	2	//정상											
6	7	19	3	2	2	2	2	2	//정상											
6	8	19	2	0	1	1	1	0	//정상											
7	0	30	2	0	1	1	0	1	//정상											
7	1	17	2	0	0	0	1	1	//정상											
7	2	24	2	0	1	0	1	1	//정상											
7	3	30	2	0	0	0	1	1	//정상											
7	4	34	2	0	0	1	1	0	//정상											
7	5	18	2	0	1	1	0	0	//정상											
7	6	23	2	0	1	0	0	1	//정상											
7	7	19	3	6	2	2	2	2	//정상											
7	8	23	2	0	1	0	1	0	//정상											
8	0	11	3	5	2	0	0	2	//정상											
8	1	3	3	6	0	0	2	2	//정상											
8	2	37	2	0	0	0	1	1	//정상											
8	3	22	3	0	0	0	2	2	//정상											
8	4	31	3	2	2	0	2	2	//정상											
8	5	24	2	0	1	0	1	0	//정상											
8	6	9	3	1	0	0	0	2	//정상											
8	7	1	3	3	2	0	2	2	//정상											
8	8	30	3	6	0	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
42	5	9	9																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	21	3	5	0	2	0	0	//정상											
0	1	36	2	0	0	1	0	1	//정상											
0	2	5	3	0	0	2	2	0	//정상											
0	3	35	3	2	0	2	0	2	//정상											
0	4	25	3	1	0	0	2	2	//정상											
0	5	14	2	0	0	1	1	0	//정상											
0	6	37	2	0	0	1	0	1	//정상											
0	7	28	2	0	0	1	1	1	//정상											
0	8	14	3	5	0	2	2	0	//정상											
1	0	31	2	0	1	1	0	0	//정상											
1	1	0	2	0	1	1	0	1	//정상											
1	2	12	2	0	1	0	1	1	//정상											
1	3	28	3	3	2	2	2	2	//정상											
1	4	22	3	1	0	0	2	2	//정상											
1	5	25	2	0	1	0	1	0	//정상											
1	6	30	2	0	1	1	0	0	//정상											
1	7	25	2	0	1	1	0	1	//정상											
1	8	30	2	0	1	1	1	0	//정상											
2	0	31	3	4	2	2	0	0	//정상											
2	1	4	2	0	1	1	0	1	//정상											
2	2	21	3	6	0	2	2	0	//정상											
2	3	18	2	0	1	0	0	1	//정상											
2	4	6	2	0	0	1	1	0	//정상											
2	5	3	2	0	0	1	0	0	//정상											
2	6	9	4	4	1	0	0	0	//정상											
2	7	10	3	4	2	2	0	2	//정상											
2	8	11	2	0	1	1	1	0	//정상											
3	0	2	2	0	1	1	0	0	//정상											
3	1	37	2	0	1	0	0	1	//정상											
3	2	31	2	0	1	1	1	1	//정상											
3	3	0	3	6	0	0	2	0	//정상											
3	4	16	2	0	1	1	0	0	//정상											
3	5	21	3	2	2	2	0	2	//정상											
3	6	29	3	5	0	2	2	2	//정상											
3	7	31	3	0	2	2	2	2	//정상											
3	8	21	2	0	1	0	1	0	//정상											
4	0	3	3	2	2	2	0	2	//정상											
4	1	17	2	0	0	1	1	0	//정상											
4	2	15	2	0	1	1	0	1	//정상											
4	3	29	3	5	0	2	2	0	//정상											
4	4	0	2	0	1	1	0	0	//정상											
4	5	19	2	0	1	1	0	0	//정상											
4	6	27	2	0	1	1	0	0	//정상											
4	7	33	2	0	1	1	0	1	//정상											
4	8	20	2	0	0	1	1	0	//정상											
5	0	13	3	3	2	2	0	2	//정상											
5	1	15	3	3	2	2	2	0	//정상											
5	2	11	2	0	1	0	0	1	//정상											
5	3	10	2	0	1	1	1	0	//정상											
5	4	12	2	0	1	1	0	0	//정상											
5	5	7	3	6	2	0	0	2	//정상											
5	6	35	3	5	2	2	2	2	//정상											
5	7	21	3	5	2	2	2	2	//정상											
5	8	35	3	5	2	0	2	0	//정상											
6	0	33	3	5	2	2	0	2	//정상											
6	1	34	1	0	1	0	1	1	//정상											
6	2	25	3	1	0	0	2	0	//정상											
6	3	26	2	0	1	1	0	0	//정상											
6	4	36	3	3	2	2	0	2	//정상											
6	5	6	3	3	0	2	2	0	//정상											
6	6	16	2	0	1	1	0	0	//정상											
6	7	1	2	0	1	1	0	1	//정상											
6	8	35	2	0	0	1	1	0	//정상											
7	0	4	2	0	1	1	0	1	//정상											
7	1	26	3	1	0	2	2	0	//정상											
7	2	24	2	0	0	1	0	1	//정상											
7	3	36	2	0	1	1	1	0	//정상											
7	4	9	2	0	1	1	0	0	//정상											
7	5	16	2	0	1	1	0	1	//정상											
7	6	22	2	0	1	0	1	1	//정상											
7	7	18	2	0	1	0	1	0	//정상											
7	8	5	3	2	2	2	0	0	//정상											
8	0	17	2	0	1	0	0	1	//정상											
8	1	1	2	0	1	0	1	1	//정상											
8	2	10	2	0	1	0	1	1	//정상											
8	3	23	3	0	2	0	2	0	//정상											
8	4	30	2	0	1	0	0	1	//정상											
8	5	11	2	0	1	0	1	1	//정상											
8	6	33	3	0	0	0	2	2	//정상											
8	7	22	2	0	0	0	1	1	//정상											
8	8	31	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
43	6	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	25	2	0	0	1	0	1	//정상											
0	1	16	3	5	0	0	2	2	//정상											
0	2	20	2	0	0	0	1	1	//정상											
0	3	25	2	0	0	1	1	1	//정상											
0	4	9	2	0	0	0	1	1	//정상											
0	5	37	2	0	0	0	1	1	//정상											
0	6	26	2	0	0	0	1	1	//정상											
0	7	31	2	0	0	1	1	0	//정상											
0	8	3	2	0	0	1	0	1	//정상											
0	9	27	3	3	0	2	2	0	//정상											
1	0	21	2	0	1	0	0	1	//정상											
1	1	11	2	0	0	1	1	1	//정상											
1	2	37	2	0	0	0	1	1	//정상											
1	3	5	2	0	1	0	1	0	//정상											
1	4	8	2	0	0	1	0	1	//정상											
1	5	30	3	1	0	2	2	0	//정상											
1	6	24	3	2	0	2	0	0	//정상											
1	7	18	2	0	1	1	0	1	//정상											
1	8	5	3	5	2	2	2	2	//정상											
1	9	11	3	0	2	0	2	0	//정상											
2	0	6	3	5	0	2	0	2	//정상											
2	1	31	2	0	1	1	1	0	//정상											
2	2	27	3	4	0	2	0	2	//정상											
2	3	5	2	0	0	1	1	1	//정상											
2	4	30	2	0	1	0	1	1	//정상											
2	5	31	2	0	1	0	1	1	//정상											
2	6	33	2	0	1	1	1	0	//정상											
2	7	9	3	6	2	0	0	2	//정상											
2	8	3	2	0	1	1	1	1	//정상											
2	9	13	2	0	0	1	1	0	//정상											
3	0	19	2	0	1	1	0	1	//정상											
3	1	20	2	0	1	0	1	0	//정상											
3	2	22	3	1	2	2	0	2	//정상											
3	3	15	2	0	1	0	1	0	//정상											
3	4	18	1	0	0	1	0	1	//정상											
3	5	15	3	1	0	2	2	0	//정상											
3	6	5	3	6	2	2	0	2	//정상											
3	7	2	3	0	0	2	2	0	//정상											
3	8	9	2	0	1	1	0	0	//정상											
3	9	23	3	4	2	2	0	0	//정상											
4	0	8	2	0	1	1	0	0	//정상											
4	1	9	3	0	0	2	0	0	//정상											
4	2	24	2	0	1	1	0	0	//정상											
4	3	10	3	0	0	2	0	2	//정상											
4	4	28	3	1	2	0	2	0	//정상											
4	5	23	2	0	1	1	0	0	//정상											
4	6	16	2	0	1	0	0	1	//정상											
4	7	16	2	0	1	1	1	0	//정상											
4	8	4	2	0	1	1	0	0	//정상											
4	9	29	2	0	1	1	0	0	//정상											
5	0	14	2	0	1	0	0	1	//정상											
5	1	24	2	0	1	1	1	0	//정상											
5	2	31	2	0	1	1	0	0	//정상											
5	3	12	2	0	1	1	0	0	//정상											
5	4	10	4	5	0	1	0	0	//정상											
5	5	7	2	0	1	1	0	0	//정상											
5	6	19	2	0	0	1	0	1	//정상											
5	7	0	2	0	1	0	1	0	//정상											
5	8	21	2	0	1	1	0	0	//정상											
5	9	23	3	2	2	0	0	0	//정상											
6	0	36	3	0	0	2	0	0	//정상											
6	1	14	2	0	1	1	0	0	//정상											
6	2	30	2	0	1	1	0	0	//정상											
6	3	23	3	1	2	2	0	0	//정상											
6	4	22	2	0	1	1	0	0	//정상											
6	5	21	2	0	1	1	0	1	//정상											
6	6	4	2	0	1	1	1	0	//정상											
6	7	14	3	4	0	0	0	2	//정상											
6	8	29	2	0	1	0	1	1	//정상											
6	9	25	2	0	0	1	1	0	//정상											
7	0	25	2	0	1	1	0	0	//정상											
7	1	1	2	0	1	0	0	1	//정상											
7	2	15	2	0	1	0	1	0	//정상											
7	3	27	2	0	1	1	0	0	//정상											
7	4	8	2	0	1	1	0	0	//정상											
7	5	23	3	0	2	0	0	2	//정상											
7	6	28	3	6	2	0	2	0	//정상											
7	7	17	3	2	0	2	0	2	//정상											
7	8	20	3	4	0	2	2	2	//정상											
7	9	35	2	0	1	1	1	0	//정상											
8	0	4	3	1	2	2	0	2	//정상											
8	1	29	3	1	0	2	2	2	//정상											
8	2	13	2	0	0	0	1	1	//정상											
8	3	23	3	1	2	2	2	0	//정상											
8	4	12	2	0	1	1	0	1	//정상											
8	5	35	2	0	0	1	1	0	//정상											
8	6	6	2	0	0	1	0	1	//정상											
8	7	30	2	0	1	0	1	1	//정상											
8	8	28	2	0	1	0	1	0	//정상											
8	9	7	3	3	2	2	0	0	//정상											
9	0	6	3	4	2	0	0	2	//정상											
9	1	15	3	4	2	0	2	2	//정상											
9	2	29	2	0	0	0	1	1	//정상											
9	3	16	3	6	2	0	2	0	//정상											
9	4	26	3	0	2	0	0	2	//정상											
9	5	17	2	0	1	0	1	1	//정상											
9	6	26	2	0	1	0	1	1	//정상											
9	7	17	3	6	0	0	2	2	//정상											
9	8	29	3	6	0	0	2	2	//정상											
9	9	29	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
44	6	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	31	3	4	0	2	0	2	//정상											
0	1	34	2	0	0	1	1	1	//정상											
0	2	16	2	0	0	0	1	1	//정상											
0	3	14	2	0	0	1	1	0	//정상											
0	4	31	2	0	0	1	0	1	//정상											
0	5	9	3	4	0	2	2	2	//정상											
0	6	20	2	0	0	0	1	1	//정상											
0	7	28	3	2	0	0	2	2	//정상											
0	8	18	2	0	0	0	1	1	//정상											
0	9	30	3	3	0	2	2	0	//정상											
1	0	3	2	0	1	1	0	1	//정상											
1	1	6	2	0	1	0	1	0	//정상											
1	2	8	3	2	0	2	0	0	//정상											
1	3	1	2	0	1	1	0	0	//정상											
1	4	30	3	4	2	2	0	2	//정상											
1	5	20	3	0	2	2	2	2	//정상											
1	6	28	3	6	0	0	2	0	//정상											
1	7	0	2	0	0	1	0	1	//정상											
1	8	21	2	0	0	1	1	0	//정상											
1	9	28	2	0	1	1	0	0	//정상											
2	0	27	2	0	1	1	0	0	//정상											
2	1	1	3	0	0	0	0	2	//정상											
2	2	35	1	0	1	1	1	1	//정상											
2	3	27	3	2	2	0	2	2	//정상											
2	4	16	3	5	2	0	2	2	//정상											
2	5	30	2	0	1	0	1	0	//정상											
2	6	4	4	5	0	0	0	1	//정상											
2	7	34	2	0	1	0	1	0	//정상											
2	8	16	2	0	1	1	0	0	//정상											
2	9	32	2	0	1	1	0	0	//정상											
3	0	33	2	0	1	0	0	1	//정상											
3	1	16	2	0	0	1	1	0	//정상											
3	2	30	2	0	1	1	0	0	//정상											
3	3	6	2	0	0	1	0	1	//정상											
3	4	30	2	0	0	1	1	1	//정상											
3	5	30	3	4	0	2	2	0	//정상											
3	6	3	3	0	0	2	0	0	//정상											
3	7	8	3	6	0	2	0	0	//정상											
3	8	1	2	0	1	1	0	0	//정상											
3	9	11	3	2	2	2	0	0	//정상											
4	0	6	2	0	0	1	0	1	//정상											
4	1	17	2	0	1	1	1	0	//정상											
4	2	30	3	4	2	2	0	0	//정상											
4	3	19	2	0	1	1	0	0	//정상											
4	4	18	2	0	1	0	0	1	//정상											
4	5	23	2	0	1	1	1	0	//정상											
4	6	4	2	0	1	1	0	0	//정상											
4	7	23	2	0	1	1	0	0	//정상											
4	8	2	2	0	1	0	0	1	//정상											
4	9	33	2	0	1	1	1	0	//정상											
5	0	24	2	0	1	0	0	1	//정상											
5	1	14	2	0	1	1	1	0	//정상											
5	2	22	2	0	1	1	0	0	//정상											
5	3	22	2	0	1	1	0	1	//정상											
5	4	18	3	4	0	0	2	0	//정상											
5	5	37	3	0	2	2	0	2	//정상											
5	6	14	3	5	2	2	2	2	//정상											
5	7	35	3	0	2	2	2	0	//정상											
5	8	37	2	0	0	1	0	0	//정상											
5	9	15	2	0	1	1	0	0	//정상											
6	0	21	2	0	0	1	0	1	//정상											
6	1	3	2	0	1	0	1	0	//정상											
6	2	7	3	3	2	2	0	0	//정상											
6	3	11	2	0	1	1	0	1	//정상											
6	4	8	3	5	0	0	2	0	//정상											
6	5	13	2	0	1	1	0	0	//정상											
6	6	20	3	4	2	2	0	0	//정상											
6	7	25	3	6	2	2	0	0	//정상											
6	8	9	3	3	2	2	0	2	//정상											
6	9	15	2	0	1	0	1	0	//정상											
7	0	24	2	0	1	1	0	1	//정상											
7	1	24	2	0	0	1	1	0	//정상											
7	2	8	3	3	2	0	0	0	//정상											
7	3	13	2	0	1	1	0	1	//정상											
7	4	5	3	6	0	2	2	0	//정상											
7	5	21	2	0	1	1	0	0	//정상											
7	6	20	2	0	1	0	0	0	//정상											
7	7	33	2	0	1	0	0	0	//정상											
7	8	25	2	0	1	1	0	0	//정상											
7	9	22	2	0	0	1	0	0	//정상											
8	0	11	3	3	2	2	0	2	//정상											
8	1	15	3	0	2	2	2	2	//정상											
8	2	34	2	0	0	1	1	0	//정상											
8	3	27	3	1	2	2	0	2	//정상											
8	4	21	3	2	2	2	2	0	//정상											
8	5	21	2	0	1	0	0	1	//정상											
8	6	7	2	0	0	0	1	1	//정상											
8	7	17	2	0	0	0	1	1	//정상											
8	8	37	2	0	1	0	1	0	//정상											
8	9	34	3	4	2	2	0	0	//정상											
9	0	24	3	4	2	0	0	2	//정상											
9	1	19	2	0	1	0	1	0	//정상											
9	2	17	2	0	1	0	0	1	//정상											
9	3	25	2	0	1	0	1	0	//정상											
9	4	33	2	0	1	0	0	1	//정상											
9	5	6	3	5	0	0	2	2	//정상											
9	6	25	2	0	0	0	1	1	//정상											
9	7	8	2	0	0	0	1	1	//정상											
9	8	28	3	4	0	0	2	2	//정상											
9	9	13	3	4	2	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
45	6	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	30	3	3	0	2	0	2	//정상											
0	1	17	3	3	0	0	2	2	//정상											
0	2	29	2	0	0	0	1	1	//정상											
0	3	2	3	3	0	0	2	2	//정상											
0	4	36	2	0	0	1	1	0	//정상											
0	5	3	2	0	0	1	0	1	//정상											
0	6	34	2	0	0	1	1	1	//정상											
0	7	13	3	3	0	2	2	2	//정상											
0	8	5	3	5	0	0	2	2	//정상											
0	9	31	2	0	0	1	1	0	//정상											
1	0	7	2	0	1	1	0	1	//정상											
1	1	15	2	0	0	0	1	1	//정상											
1	2	29	2	0	0	1	1	1	//정상											
1	3	7	2	0	0	1	1	0	//정상											
1	4	25	3	3	2	2	0	0	//정상											
1	5	13	2	0	1	1	0	0	//정상											
1	6	14	2	0	1	0	0	1	//정상											
1	7	11	2	0	1	0	1	1	//정상											
1	8	3	2	0	0	1	1	0	//정상											
1	9	12	2	0	1	1	0	0	//정상											
2	0	26	2	0	1	1	0	1	//정상											
2	1	36	2	0	0	1	1	0	//정상											
2	2	30	3	4	2	0	0	2	//정상											
2	3	0	2	0	1	1	1	0	//정상											
2	4	16	2	0	1	1	0	0	//정상											
2	5	11	2	0	1	1	0	0	//정상											
2	6	6	3	2	0	2	0	0	//정상											
2	7	31	3	6	0	2	0	0	//정상											
2	8	21	2	0	1	1	0	0	//정상											
2	9	23	3	2	2	2	0	0	//정상											
3	0	15	3	5	2	0	0	0	//정상											
3	1	26	2	0	1	1	0	0	//정상											
3	2	3	3	5	0	2	0	0	//정상											
3	3	16	2	0	1	0	0	1	//정상											
3	4	20	3	4	2	2	2	0	//정상											
3	5	8	2	0	1	0	0	1	//정상											
3	6	23	2	0	1	0	1	1	//정상											
3	7	31	2	0	1	1	1	0	//정상											
3	8	35	2	0	1	1	0	0	//정상											
3	9	23	2	0	1	0	0	0	//정상											
4	0	16	2	0	0	1	0	1	//정상											
4	1	32	3	4	2	2	2	2	//정상											
4	2	7	3	1	2	0	2	0	//정상											
4	3	17	2	0	0	1	0	1	//정상											
4	4	17	2	0	1	1	1	0	//정상											
4	5	6	3	4	0	2	0	0	//정상											
4	6	15	3	6	0	2	0	2	//정상											
4	7	9	2	0	1	1	1	0	//정상											
4	8	13	2	0	1	0	0	1	//정상											
4	9	28	2	0	0	1	1	0	//정상											
5	0	16	3	6	2	0	0	0	//정상											
5	1	20	2	0	1	1	0	1	//정상											
5	2	16	3	0	0	0	2	0	//정상											
5	3	10	3	1	2	0	0	2	//정상											
5	4	17	2	0	1	1	1	0	//정상											
5	5	34	3	6	2	2	0	2	//정상											
5	6	32	2	0	1	1	1	1	//정상											
5	7	34	2	0	1	0	1	0	//정상											
5	8	23	2	0	0	1	0	0	//정상											
5	9	26	2	0	1	1	0	0	//정상											
6	0	14	2	0	0	1	0	1	//정상											
6	1	13	3	3	2	2	2	2	//정상											
6	2	8	3	1	0	0	2	0	//정상											
6	3	23	3	6	0	2	0	2	//정상											
6	4	31	2	0	1	1	1	0	//정상											
6	5	30	2	0	1	1	0	0	//정상											
6	6	15	3	6	2	0	0	2	//정상											
6	7	1	1	0	0	1	1	1	//정상											
6	8	18	3	0	2	0	2	0	//정상											
6	9	15	2	0	1	1	0	0	//정상											
7	0	26	2	0	1	1	0	0	//정상											
7	1	2	3	0	2	0	0	0	//정상											
7	2	18	4	5	0	1	0	0	//정상											
7	3	31	3	2	2	0	0	2	//정상											
7	4	23	2	0	1	1	1	0	//정상											
7	5	27	3	5	2	0	0	2	//정상											
7	6	15	3	1	0	2	2	2	//정상											
7	7	3	3	6	2	2	2	0	//정상											
7	8	26	2	0	0	1	0	1	//정상											
7	9	6	2	0	1	0	1	0	//정상											
8	0	35	2	0	1	1	0	0	//정상											
8	1	5	2	0	0	1	0	1	//정상											
8	2	2	2	0	1	0	1	0	//정상											
8	3	21	3	0	0	0	0	2	//정상											
8	4	22	2	0	1	1	1	0	//정상											
8	5	35	3	6	0	2	0	0	//정상											
8	6	16	3	0	2	0	0	2	//정상											
8	7	5	2	0	1	0	1	0	//정상											
8	8	16	2	0	1	0	0	1	//정상											
8	9	34	2	0	0	1	1	0	//정상											
9	0	29	2	0	1	0	0	1	//정상											
9	1	21	2	0	1	0	1	0	//정상											
9	2	34	3	3	0	0	0	2	//정상											
9	3	4	2	0	0	0	1	1	//정상											
9	4	14	3	4	2	0	2	2	//정상											
9	5	35	2	0	1	0	1	1	//정상											
9	6	10	2	0	0	0	1	1	//정상											
9	7	23	2	0	0	0	1	1	//정상											
9	8	6	2	0	0	0	1	1	//정상											
9	9	33	2	0	1	0	1	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
46	7	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	37	3	3	0	2	0	2	//정상											
0	1	12	3	1	0	2	2	2	//정상											
0	2	30	2	0	0	0	1	1	//정상											
0	3	3	3	4	0	0	2	2	//정상											
0	4	18	2	0	0	0	1	1	//정상											
0	5	30	2	0	0	0	1	1	//정상											
0	6	35	3	3	0	2	2	2	//정상											
0	7	1	2	0	0	1	1	0	//정상											
0	8	25	3	2	0	2	0	2	//정상											
0	9	12	3	1	0	2	2	0	//정상											
1	0	14	3	5	2	2	0	0	//정상											
1	1	17	2	0	1	1	0	0	//정상											
1	2	18	3	2	0	2	0	2	//정상											
1	3	24	2	0	0	1	1	1	//정상											
1	4	10	3	6	0	2	2	0	//정상											
1	5	5	3	4	0	2	0	2	//정상											
1	6	4	3	6	2	2	2	2	//정상											
1	7	5	3	6	2	2	2	0	//정상											
1	8	16	3	3	2	0	0	2	//정상											
1	9	24	2	0	1	1	1	0	//정상											
2	0	8	3	4	2	2	0	2	//정상											
2	1	18	2	0	1	0	1	0	//정상											
2	2	19	3	3	2	2	0	2	//정상											
2	3	11	2	0	1	0	1	0	//정상											
2	4	19	4	6	1	0	0	0	//정상											
2	5	27	2	0	1	0	0	0	//정상											
2	6	13	3	4	2	0	0	2	//정상											
2	7	2	3	3	2	0	2	2	//정상											
2	8	33	2	0	0	0	1	1	//정상											
2	9	26	3	1	2	2	2	0	//정상											
3	0	26	2	0	1	1	0	0	//정상											
3	1	26	3	1	0	2	0	2	//정상											
3	2	6	2	0	1	0	1	0	//정상											
3	3	1	3	1	0	2	0	2	//정상											
3	4	27	1	0	0	1	1	1	//정상											
3	5	17	3	4	0	0	2	2	//정상											
3	6	12	3	3	0	2	2	2	//정상											
3	7	35	2	0	0	1	1	0	//정상											
3	8	6	2	0	0	1	0	1	//정상											
3	9	33	2	0	1	1	1	0	//정상											
4	0	1	2	0	1	1	0	0	//정상											
4	1	25	2	0	1	1	0	0	//정상											
4	2	36	3	5	0	2	0	2	//정상											
4	3	18	2	0	1	0	1	1	//정상											
4	4	20	3	6	2	2	2	2	//정상											
4	5	3	3	6	0	0	2	0	//정상											
4	6	16	2	0	1	1	0	1	//정상											
4	7	21	3	2	2	2	2	0	//정상											
4	8	0	3	6	2	0	0	2	//정상											
4	9	32	3	1	2	2	2	0	//정상											
5	0	32	3	3	2	2	0	2	//정상											
5	1	2	3	3	2	2	2	0	//정상											
5	2	27	2	0	1	1	0	0	//정상											
5	3	1	3	5	0	0	0	2	//정상											
5	4	35	2	0	1	1	1	1	//정상											
5	5	8	3	3	0	0	2	0	//정상											
5	6	25	2	0	1	0	0	1	//정상											
5	7	10	3	4	2	2	2	0	//정상											
5	8	10	3	5	0	0	0	2	//정상											
5	9	30	2	0	1	1	1	0	//정상											
6	0	1	2	0	1	1	0	0	//정상											
6	1	6	3	0	2	2	0	0	//정상											
6	2	6	2	0	1	1	0	0	//정상											
6	3	35	3	4	0	0	0	2	//정상											
6	4	21	3	0	2	2	2	2	//정상											
6	5	13	3	4	0	0	2	0	//정상											
6	6	13	3	3	0	2	0	0	//정상											
6	7	6	3	4	2	0	0	0	//정상											
6	8	2	3	4	0	0	0	2	//정상											
6	9	1	3	5	2	2	2	0	//정상											
7	0	0	3	0	2	2	0	0	//정상											
7	1	27	2	0	1	1	0	0	//정상											
7	2	16	3	5	2	2	0	2	//정상											
7	3	13	3	0	0	0	2	2	//정상											
7	4	7	2	0	1	1	1	1	//정상											
7	5	28	3	3	0	0	2	2	//정상											
7	6	4	3	2	2	2	2	2	//정상											
7	7	25	3	4	0	0	2	0	//정상											
7	8	8	2	0	0	1	0	1	//정상											
7	9	37	2	0	1	0	1	0	//정상											
8	0	16	2	0	1	1	0	0	//정상											
8	1	35	3	6	2	2	0	0	//정상											
8	2	8	2	0	1	1	0	0	//정상											
8	3	9	3	2	0	2	0	2	//정상											
8	4	14	3	2	2	2	2	2	//정상											
8	5	11	3	4	0	2	2	0	//정상											
8	6	11	2	0	1	1	0	1	//정상											
8	7	27	3	5	0	0	2	0	//정상											
8	8	29	3	6	2	2	0	2	//정상											
8	9	26	3	3	0	0	2	0	//정상											
9	0	10	2	0	1	0	0	1	//정상											
9	1	10	2	0	1	0	1	0	//정상											
9	2	17	3	6	2	0	0	2	//정상											
9	3	24	2	0	1	0	1	0	//정상											
9	4	30	3	1	2	0	0	0	//정상											
9	5	23	3	3	2	0	0	0	//정상											
9	6	3	2	0	1	0	0	1	//정상											
9	7	0	2	0	0	0	1	1	//정상											
9	8	17	3	4	2	0	2	2	//정상											
9	9	6	3	0	0	0	2	0	//정상											
end																				
// 맵 구성 번호	단계	행 개수	열 개수																	
47	7	10	10																	
//행 번호	열 번호	맵 인덱스	지역 타입	지역 인덱스	상	하	좌	우	//게이트 입력 체크											
0	0	14	2	0	0	1	0	1	//정상											
0	1	10	3	5	0	2	2	2	//정상											
0	2	28	3	4	0	0	2	2	//정상											
0	3	34	3	0	0	2	2	2	//정상											
0	4	23	2	0	0	0	1	1	//정상											
0	5	20	3	2	0	0	2	2	//정상											
0	6	26	2	0	0	0	1	1	//정상											
0	7	17	3	6	0	0	2	2	//정상											
0	8	33	3	6	0	2	2	2	//정상											
0	9	34	2	0	0	1	1	0	//정상											
1	0	30	3	4	2	0	0	2	//정상											
1	1	36	1	0	1	1	1	1	//정상											
1	2	2	3	5	0	0	2	2	//정상											
1	3	31	2	0	1	0	1	0	//정상											
1	4	23	2	0	0	1	0	1	//정상											
1	5	3	3	5	0	0	2	2	//정상											
1	6	1	3	0	0	2	2	2	//정상											
1	7	18	2	0	0	1	1	0	//정상											
1	8	3	2	0	1	0	0	0	//정상											
1	9	7	2	0	1	1	0	0	//정상											
